measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,1999,4142966.211405051,4527636.289456039,3265075.229721443
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,1999,3331162.242582526,3536151.616637802,2960929.4525517286
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,1999,3173644.454614317,3477880.8651015777,2562837.661840339
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,1999,1547041.268084454,1635853.939175212,1382793.966912629
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,1999,1774245.4161651337,1932696.2548265466,1447849.375860909
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,1999,383643.3826315814,409527.3282306598,336140.11850653286
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,1999,609779.6779779665,668843.1814894705,497238.9715774579
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,1999,70708.57481469419,76553.76475913658,59984.51652619589
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,1999,147208.40931326128,163626.69443208305,118570.98686095963
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,1998,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,1998,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,1998,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,1998,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,1998,620.665010647256,764.8131168573835,449.1126754583725
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,1998,673.8651378955594,833.14298560865,496.4959024106756
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,1998,106745.75355262909,217485.10298364062,76470.92271827978
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,1998,142713.97737312998,251597.9255013173,61569.61576612693
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,1998,78861.456627265,91974.18038344006,66480.37926172245
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,1998,80274.04421982903,96651.3469966012,63405.830735045456
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,1998,97748.94217937259,112122.51860427004,81901.58518862029
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,1998,102213.02836666198,118301.84128159987,85042.64362099733
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,1998,192124.42615424018,219863.3663598578,167531.56538768334
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,1998,180563.4644697678,210067.4780361583,148353.07867761303
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,1998,260088.4336422987,291124.6069619456,227406.47789565727
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,1998,262431.1751755367,302949.6251184622,214068.77806849987
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,1998,341808.0951790964,381785.7731497499,300665.7591864818
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,1998,361827.9815212644,415766.63762679836,290974.88748214586
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,1998,461340.83095998626,515382.85358847416,408086.28825018334
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,1998,474541.7120930896,545382.959436319,383753.2057842287
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,1998,550531.2197893786,616972.5124826367,491214.0226784692
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,1998,471023.220232876,541639.8199615107,390137.47177817754
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,1998,852460.33355293,946103.5562454262,759511.9847078157
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,1998,622971.2155883424,715500.8256775443,514820.55847384635
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,1998,1338989.2105939097,1483045.232289843,1186030.5607429093
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,1998,995341.3058028412,1143438.8341040153,797366.7453548155
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,1998,2106898.4395443164,2321587.5966312476,1877391.7777390154
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,1998,1337004.054567493,1538858.3795132248,1080836.4004394007
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,1998,2989202.6491747764,3283160.9121067864,2637547.514580066
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,1998,1741651.9467387025,1987177.7316304268,1406356.3517698017
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,1998,4806085.250422425,5205855.936268052,4220361.157920915
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,1998,2870704.678170642,3231427.592352529,2284367.6178635443
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,1998,5966855.268266211,6384938.4039104385,5225259.0092904
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,1998,3646301.0052490244,4031058.4863075856,2933499.1927681747
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,1998,6668711.245754727,7110251.9924969105,5861475.7485000845
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,1998,4532301.932375514,4980607.07663126,3540456.2767433934
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,1998,5136123.440718136,5456704.332458865,4610943.446219143
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,1998,4057020.3708366333,4446229.613633272,3158616.8522499315
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,1998,3307562.0218151594,3516813.4187443024,2930416.9452391826
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,1998,3117409.336448281,3413859.626451909,2508644.3040384254
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,1998,1510613.226066991,1597211.7679857542,1350165.7841062301
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,1998,1711334.0417485891,1868412.7597266834,1387659.1672599881
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,1998,370171.1940181157,395855.82372167933,323270.1528226359
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,1998,586294.7184347955,646018.6359239507,477373.0299330273
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,1998,65712.42675413899,71227.5757769458,55833.20089058955
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,1998,137587.33490618478,152827.51552266936,110505.67627158642
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,1995,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,1995,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,1995,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,1995,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,1995,617.7780335767376,761.823974566205,449.42833257720304
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,1995,677.5575008402287,840.0223395462156,502.14981248214974
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,1995,128798.42495425625,273380.6330686732,91505.03968382881
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,1995,164601.5895946306,284824.2892930595,65339.36978711253
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,1995,83610.15751052155,96730.66278203757,71249.75498627858
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,1995,86001.92387768767,104395.36540890644,65194.34714725486
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,1995,94247.39508546928,108027.49774082011,79781.6811679221
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,1995,99104.6004522759,115063.25878397272,82940.72222471092
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,1995,191131.1290925722,216068.6560582494,167549.62247735972
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,1995,179066.6624243558,207650.06041616295,145102.5942860995
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,1995,271650.6205067622,303092.74351206433,238001.79080558434
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,1995,269053.6799036841,310750.52394044964,217745.57760054033
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,1995,343422.701090664,384037.83966179064,303405.9488371281
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,1995,360394.7159401706,416009.954130228,288412.037324356
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,1995,443218.8172920529,493223.0064956806,391846.4306207597
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,1995,441953.133351013,508480.2044343425,351263.7378609927
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,1995,534445.3219538463,597947.3650756332,474184.569956347
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,1995,456711.88883365993,524858.0281962366,373380.4456617877
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,1995,874368.1194692757,977502.9325296276,774262.9247338648
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,1995,642895.0738398696,742493.030940763,511792.9608496115
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,1995,1279360.1781022602,1426053.9380751802,1127336.9048899575
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,1995,925176.2028551701,1060795.5927832397,730143.0587509116
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,1995,2086901.8816189112,2310765.1596939852,1822881.6706557926
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,1995,1316284.781505793,1523048.4360602635,1019394.601635779
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,1995,3192131.6443261793,3505594.2001201264,2775082.4626667295
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,1995,1820722.2125388568,2088924.5755711114,1444710.114842991
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,1995,4912561.899257123,5348313.177657955,4216604.377248135
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,1995,2875280.0462795286,3262498.0630953256,2230970.97003514
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,1995,5926513.215066958,6385749.532155729,5148134.936344904
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,1995,3629293.3208698668,4040612.130469311,2850849.7876581303
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,1995,6262250.211079591,6738452.196349161,5531056.971515421
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,1995,4468431.583874012,4962321.117856841,3451850.5371907996
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,1995,4739930.92429118,5077059.506295625,4213488.408503251
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,1995,3903285.4588824096,4314733.993566515,2993942.1525520254
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,1995,3168427.9093598193,3368302.550388581,2808737.6863591634
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,1995,3039822.3324310645,3341947.519316224,2447405.265605432
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,1995,1374845.90182178,1460464.599868012,1225942.4040714784
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,1995,1593185.398686238,1752357.6009218013,1281629.285262517
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,1995,319780.3186493545,342405.2516946756,279492.7054614825
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,1995,520415.8653960405,575761.6739477052,422925.28849927714
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,1995,53446.02081873962,58228.601910322715,45788.71936244625
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,1995,113879.15237661901,127539.49936134082,91696.18661027093
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2001,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2001,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2001,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2001,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2001,621.5672473772796,769.0035858580536,448.8651590969333
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2001,670.9772868006303,831.813239700823,493.64458759798686
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2001,90037.9466593778,177200.21914729525,64678.6008650085
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2001,127647.05157358505,222003.8945663366,58847.265723830846
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2001,72932.11448702589,85312.04083957714,61441.99395465669
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2001,72716.97116096133,86603.87066881549,59216.035186849935
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2001,98366.62332199239,113325.20395731044,82784.58225698075
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2001,101800.48617175025,118080.96846397362,85208.85844618386
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2001,195244.38226322812,221748.75169534015,170725.23172755848
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2001,185002.09291831646,214614.787016589,153752.961926096
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2001,254369.60360427777,287081.2441545085,221828.76773143123
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2001,255377.98239546057,292105.5287921147,211578.86539248435
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2001,333921.8879229998,372705.8926085369,294756.4684932396
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2001,344899.7188514107,395326.24742368294,285218.5762511203
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2001,468412.93320721976,525191.3697825198,415711.930779318
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2001,460012.9945837493,527203.1866493293,379192.54360578774
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2001,602916.7279873277,679485.1178508361,539398.574807571
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2001,519840.0038700173,601859.6201810775,434904.34139347036
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2001,824387.9849599634,915311.2506834033,737664.5799899171
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2001,587176.2727566835,673822.1903528592,499557.18961095455
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2001,1415851.535353693,1557925.1575640703,1270219.5688112152
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2001,1014386.95016371,1169571.5549485898,837130.3913153498
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2001,2198926.0410554786,2416430.6788679496,1987182.572370048
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2001,1409494.95343776,1611685.4670300526,1162845.2572528848
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2001,2875423.2783029205,3149811.2402952574,2573218.184986398
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2001,1742453.624499846,1991443.083543635,1429014.0117369231
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2001,4490623.530001629,4849508.328824091,4016611.3106371174
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2001,2713172.508708345,3047799.176770482,2244907.7016431247
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2001,5848736.859836664,6258173.561327343,5267067.581428809
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2001,3646798.449208484,4045130.353266728,3068188.232947291
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2001,6946743.112274649,7410171.874606916,6299490.802577046
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2001,4620227.521391742,5089929.918538609,3761406.473994936
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2001,5508038.562363549,5839263.695380971,4999070.513560298
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2001,4243962.600316535,4647492.443401111,3385221.5912791193
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2001,3501044.0105543807,3716818.001203227,3160911.82870378
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2001,3305245.698138355,3620334.3809432643,2712378.5700188894
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2001,1600645.2380149195,1691941.337810674,1431042.182246727
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2001,1842273.0301799155,2014013.83923688,1523168.65868682
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2001,409848.01133114146,436842.7147128229,358642.5180894487
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2001,646134.9588045755,711962.2356462053,532591.4239725808
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2001,80659.28740816712,87589.14319335287,68315.85214572171
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2001,163672.80676348208,181975.3302499458,132261.977598189
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2000,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2000,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2000,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2000,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2000,621.5496411729399,769.588234658694,448.0948412219742
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2000,671.528746041312,830.5245113479515,493.99510125851134
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2000,95035.74077414483,188034.71647972972,68780.46934447964
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2000,131841.13399795577,230084.2682011716,59094.16958758804
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2000,74388.92453310204,87006.0814304539,62650.44320560379
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2000,74636.53500861673,89015.72903920885,60260.63275554747
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2000,99116.24905446536,114024.86797604933,83564.22291357744
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2000,102782.13351033318,119292.36829621105,85522.66596826876
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2000,194938.59615334246,221876.3971294675,171161.01158666768
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2000,184083.39089423354,214249.5268058012,153090.78021348696
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2000,256681.64695067337,288513.1164059985,226420.28033155456
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2000,257464.8581327955,295214.2498550958,212347.33580162324
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2000,339411.8156352363,378944.4694571977,297864.90164611035
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2000,352782.669476721,403141.8378618781,290802.33619585074
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2000,467889.10630973557,524125.91213532945,413866.69958345214
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2000,468238.1096074222,537900.8948909767,383327.14793556504
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2000,591081.6840930356,663654.6264821264,530250.704092214
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2000,507094.1474735217,586065.5235873166,423183.54353570245
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2000,831085.8503201015,924183.6379186279,746495.3509070263
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2000,593620.5416410347,679361.4962040471,505530.59629609657
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2000,1420346.5750936202,1568438.6283502702,1272266.3168886176
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2000,1030228.406445242,1183668.54854804,847868.8957536207
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2000,2170216.229090652,2383238.6426911643,1950250.517890205
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2000,1371129.4447354767,1560230.4789760828,1120519.6058822821
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2000,2907215.7141045895,3178897.026712569,2599632.6124284826
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2000,1735709.8182113562,1972058.5317382168,1421235.229072276
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2000,4593038.157849367,4942938.99223297,4129950.567876044
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2000,2762182.0140393227,3100116.7968230713,2257817.7219382077
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2000,5884867.657120313,6291605.305770151,5259858.088007625
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2000,3631498.197712957,4014908.7293039695,2989012.030745192
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2000,6906205.07635489,7361787.832698182,6190511.510638731
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2000,4603409.613216919,5033224.152429605,3726358.550041436
